,codpro,codfor,estoque,min_dt_estoque
3993,052374,04845,3.0,2022-08-15
3994,052376,01652,5.0,2019-10-29
3995,055663,00427,2.0,2020-02-21
3996,055667,00427,8.0,2020-02-21
3997,055669,00427,3.0,2020-02-21
3998,052384,00451,1.0,2020-05-14
3999,052390,00360,1.0,2023-04-11
4000,052402,00323,1.0,2019-10-02
4001,055685,00397,1.0,2024-01-08
4002,055711,02631,3.0,2020-03-13
4003,055725,02631,1.0,2020-03-13
4004,055735,00427,9.0,2022-01-11
4005,055787,01652,10.0,2020-08-26
4006,055795,01652,4.0,2020-03-23
4007,055799,01652,14.0,2021-03-29
4008,055809,00481,1.0,2021-03-18
4009,055851,02631,1.0,2020-03-13
4010,055853,02631,1.0,2020-03-13
4011,055855,02631,1.0,2020-03-13
4012,055861,02631,2.0,2020-03-13
4013,056003,01652,1.0,2024-05-15
4014,056061,00444,5.0,2020-06-15
4015,056083,00440,1.0,2020-10-14
4016,056085,00353,6.0,2020-05-07
4017,056117,01652,1.0,2020-03-24
4018,056129,00244,1.0,2022-05-31
4019,056137,00527,3.0,2020-07-29
4020,056171,00261,5.0,2020-04-29
4021,056195,00502,1.0,2020-03-25
4022,056227,00353,1.0,2020-12-17
4024,056265,00290,1.0,2020-05-12
4025,052630,00444,4.0,2020-01-02
4026,056277,00444,2.0,2020-07-30
4027,056285,02625,1.0,2020-07-31
4028,056297,00589,3.0,2020-07-15
4029,056309,00152,12.0,2021-01-22
4030,056317,00481,1.0,2024-10-16
4031,056325,00481,1.0,2024-10-16
4032,056327,00150,1.0,2020-05-11
4033,056329,00573,2.0,2021-10-23
4034,052696,01652,1.0,2019-10-30
4035,052714,03115,1.0,2020-02-11
4036,052746,00990,8.0,2019-11-04
4037,052754,00261,5.0,2019-10-11
4038,052766,01652,2.0,2024-05-18
4039,052770,03049,2.0,2019-10-19
4040,056405,00895,2.0,2020-05-07
4041,056425,01652,1.0,2020-05-23
4042,056445,00616,3.0,2021-02-19
4043,056451,00616,1.0,2020-05-25
4044,056463,01652,1.0,2020-04-03
4045,056477,00515,1.0,2020-07-01
4046,056481,00515,2.0,2020-12-01
4047,056487,00527,28.0,2020-09-18
4048,052858,02631,1.0,2020-02-18
4049,056515,00515,2.0,2020-07-01
4050,056541,01652,2.0,2020-12-21
4051,056557,01652,6.0,2020-08-26
4052,056567,00323,4.0,2020-06-20
4053,056575,00417,2.0,2020-06-29
4054,056581,00417,1.0,2021-02-11
4055,056595,00417,1.0,2024-07-08
4056,056601,00589,3.0,2021-09-25
4057,056607,00419,2.0,2020-08-25
4058,053266,00261,5.0,2019-11-07
4059,053270,00265,2.0,2022-11-26
4060,056647,00572,1.0,2021-04-07
4061,056651,00274,2.0,2020-05-21
4062,056655,00502,1.0,2020-10-01
4063,056657,00274,2.0,2020-05-21
4064,056667,03488,2.0,2021-03-11
4065,056671,03488,1.0,2021-01-27
4066,056673,03488,1.0,2021-03-11
4067,056685,01652,4.0,2022-01-11
4068,056693,00471,3.0,2021-04-01
4069,056695,00471,2.0,2021-04-14
4070,056725,00397,4.0,2021-10-30
4071,056731,00397,4.0,2020-07-06
4072,056749,02530,1.0,2021-07-31
4073,056755,00527,1.0,2020-07-30
4074,056757,00527,4.0,2020-07-30
4075,056765,00527,1.0,2022-11-04
4076,053400,00522,2.0,2019-10-18
4077,053404,00522,3.0,2019-10-18
4078,053412,02631,1.0,2020-05-16
4079,056775,00471,2.0,2021-04-01
4080,056777,00471,1.0,2021-04-01
4081,056779,00471,6.0,2021-04-14
4082,056781,00471,2.0,2021-04-14
4083,056783,00471,3.0,2021-04-01
4084,056785,00471,2.0,2021-04-14
4085,053436,00360,2.0,2019-10-31
4086,053448,00360,2.0,2021-05-27
4087,056821,00451,1.0,2020-10-23
4088,056825,00261,5.0,2020-06-12
4089,056829,00261,2.0,2020-08-27
4090,056831,00261,4.0,2020-08-27
4091,056839,00360,1.0,2020-07-24
4092,056873,00360,3.0,2020-07-24
4093,056889,00360,7.0,2020-07-24
4094,053512,00397,2.0,2020-02-05
4095,053534,00360,1.0,2020-10-31
4096,056899,00360,3.0,2023-02-10
4097,056929,00254,2.0,2020-11-17
4098,056967,00265,1.0,2020-09-29
4099,056969,00265,3.0,2020-07-17
4100,056971,00265,1.0,2022-05-05
4101,053608,00124,1.0,2019-11-11
4102,056975,00265,1.0,2021-02-05
4103,053640,00244,1.0,2019-12-26
4104,053648,00244,1.0,2019-12-26
4105,053656,02927,4.0,2021-10-04
4106,057015,04279,6.0,2020-10-17
4107,053682,00589,2.0,2021-04-24
4108,053686,00463,2.0,2023-01-19
4109,053688,00463,1.0,2019-12-13
4110,053690,00463,1.0,2019-12-13
4111,057065,02916,3.0,2020-07-06
4112,053714,00353,2.0,2023-04-12
4113,053716,00502,1.0,2019-11-09
4114,053756,01652,2.0,2024-05-18
4115,057133,00261,3.0,2020-08-27
4116,057141,03115,1.0,2020-12-07
4117,057145,00360,1.0,2021-01-05
4118,057161,00449,5.0,2022-08-31
4119,057167,00449,6.0,2024-07-09
4120,053792,01652,1.0,2019-11-09
4121,053802,01652,7.0,2022-07-15
4122,053808,00523,2.0,2019-11-06
4123,053820,00523,1.0,2019-11-06
4124,057169,00449,4.0,2024-07-09
4125,057179,00449,4.0,2023-04-20
4126,057183,00449,3.0,2022-05-17
4127,057185,04279,1.0,2020-08-07
4128,057239,02918,1.0,2021-07-20
4129,057245,00523,5.0,2020-08-28
4130,053848,02631,1.0,2020-02-13
4131,053856,01652,1.0,2019-12-20
4132,053862,01652,1.0,2024-01-09
4133,053864,01652,2.0,2020-10-29
4134,057247,00470,2.0,2021-05-19
4135,057249,00471,2.0,2021-04-01
4136,057251,00471,8.0,2021-04-01
4137,057257,00471,2.0,2021-04-01
4138,057271,00461,2.0,2020-10-30
4139,053872,00523,2.0,2021-09-03
4140,053902,02631,1.0,2020-11-06
4141,057313,02932,48.0,2020-07-18
4142,054004,00360,1.0,2019-11-25
4143,057379,00527,1.0,2020-09-01
4144,057425,00461,8.0,2020-08-12
4145,054026,01652,6.0,2019-11-26
4146,054028,01652,7.0,2019-11-26
4147,057451,00265,1.0,2020-08-07
4148,057490,00285,2.0,2020-08-21
4149,057510,00254,2.0,2020-07-24
4150,057518,02932,1.0,2020-08-05
4151,054090,00138,6.0,2019-12-03
4152,054094,02625,2.0,2019-12-03
4153,054122,01652,4.0,2020-01-08
4154,054136,00254,3.0,2020-05-06
4156,054260,00446,3.0,2019-12-07
4157,057608,03115,2.0,2024-05-08
4158,057630,02932,28.0,2020-09-18
4159,054264,00265,4.0,2019-11-26
4160,054274,00446,1.0,2020-08-17
4161,054298,00446,1.0,2019-12-07
4162,054304,00446,1.0,2021-09-15
4163,057642,02631,2.0,2020-10-21
4164,057658,02631,2.0,2021-02-04
4165,054318,00124,1.0,2023-11-20
4166,054320,00253,1.0,2021-07-22
4167,054330,00504,1.0,2021-01-04
4168,054352,02625,3.0,2019-12-03
4169,054358,00193,8.0,2019-12-06
4170,054360,03049,3.0,2022-02-04
4171,054362,00527,3.0,2021-06-04
4172,057694,02932,1.0,2020-08-05
4173,054374,01652,5.0,2020-06-19
4174,054402,00440,2.0,2024-10-31
4175,057702,02631,3.0,2021-02-04
4176,057714,02932,3.0,2020-08-05
4177,057720,02932,1.0,2020-08-05
4178,057724,02932,1.0,2020-08-05
4179,057730,02631,1.0,2020-10-21
4180,057732,02631,2.0,2020-11-06
4181,054418,04469,2.0,2024-05-15
4182,054428,00527,3.0,2021-12-08
4183,054432,00527,3.0,2020-10-28
4184,057742,02932,1.0,2020-09-03
4185,057744,02631,2.0,2020-10-21
4186,057746,02932,2.0,2020-10-24
4187,057752,02631,2.0,2020-10-21
4188,057768,02932,1.0,2020-09-18
4189,054448,00193,8.0,2019-12-06
4190,054456,02530,1.0,2020-01-02
4191,054462,00417,2.0,2020-01-17
4192,054470,02631,2.0,2020-05-16
4193,057780,02932,2.0,2020-08-05
4194,057782,02932,1.0,2020-08-05
4196,057816,02631,1.0,2020-10-21
4197,054490,02631,2.0,2019-12-27
4198,057820,01652,1.0,2020-12-09
4200,057850,01652,1.0,2023-05-12
4201,057870,02932,48.0,2020-08-05
4202,057876,01652,1.0,2020-10-29
4203,057900,02932,2.0,2020-08-05
4204,057994,02932,4.0,2020-08-18
4206,058006,02932,8.0,2020-09-18
4207,058014,03115,3.0,2021-08-13
4208,058018,02932,12.0,2020-08-18
4209,058026,02932,4.0,2021-03-01
4210,058028,02932,4.0,2021-08-01
4211,058042,02932,16.0,2020-08-18
4212,058044,02932,4.0,2020-08-18
4213,058068,02918,1.0,2023-06-08
4214,058072,02918,1.0,2021-12-22
4215,054528,00419,10.0,2019-12-02
4216,054538,00395,2.0,2020-02-06
4217,054562,00395,4.0,2024-10-27
4218,054572,00523,3.0,2020-10-26
4219,054612,00522,1.0,2023-06-12
4220,054618,00123,2.0,2021-12-27
4221,054626,01652,4.0,2021-04-20
4222,054652,01652,2.0,2024-11-21
4223,058190,00265,2.0,2023-10-24
4224,058206,00482,1.0,2021-03-10
4225,054718,01652,3.0,2020-12-09
4226,058242,00360,1.0,2022-03-09
4227,054736,01652,3.0,2020-02-18
4228,054744,01652,3.0,2020-11-23
4229,054756,01652,8.0,2020-05-04
4230,054768,02727,12.0,2019-12-17
4231,054800,04845,2.0,2021-01-07
4232,054810,00431,18.0,2019-12-18
4233,058248,00265,2.0,2020-10-30
4234,058256,02918,1.0,2022-11-16
4235,058292,00253,1.0,2021-02-12
4236,058296,00265,5.0,2020-09-09
4237,058330,02976,1.0,2020-09-02
4238,058354,02976,1.0,2021-04-28
4239,058364,02976,20.0,2021-02-05
4240,054900,00441,10.0,2020-10-17
4241,054902,00441,10.0,2021-02-04
4242,054906,00441,15.0,2019-12-09
4243,054908,00441,39.0,2021-02-04
4244,054912,00441,7.0,2022-09-05
4245,054916,00441,9.0,2023-05-16
4246,054932,00274,10.0,2019-12-09
4247,054944,00274,10.0,2021-02-04
4248,054952,00274,9.0,2020-09-30
4249,054960,01652,10.0,2020-01-29
4250,054970,00261,1.0,2020-02-10
4251,054972,00261,2.0,2020-01-28
4252,058394,02976,5.0,2021-04-28
4253,058414,02980,1.0,2021-01-28
4254,058420,02980,2.0,2020-12-21
4255,054982,00124,1.0,2019-12-24
4256,054988,00470,2.0,2020-03-24
4257,055010,01652,1.0,2020-08-26
4258,055026,00261,1.0,2020-02-10
4259,058434,01652,4.0,2021-01-12
4260,058436,01652,4.0,2021-01-12
4261,058442,01652,4.0,2021-01-12
4262,058444,01652,1.0,2021-01-12
4263,058446,01652,4.0,2020-10-24
4264,058450,01652,4.0,2021-03-26
4265,058470,02932,1.0,2023-02-09
4266,058474,02932,4.0,2022-03-21
4267,055104,00417,1.0,2020-12-01
4268,055112,00417,3.0,2022-02-08
4269,058514,02980,1.0,2020-11-23
4270,055134,00502,1.0,2020-08-17
4271,055158,00502,2.0,2020-02-12
4272,055192,00417,2.0,2020-03-19
4273,055210,00417,2.0,2020-04-23
4274,055218,00417,2.0,2020-01-17
4275,055242,00417,5.0,2020-03-02
4276,055244,00417,8.0,2020-03-02
4277,055260,00417,1.0,2020-07-31
4278,055286,01652,1.0,2021-07-16
4279,055358,01652,1.0,2020-11-25
4280,055428,00338,1.0,2020-10-14
4281,055430,00338,1.0,2020-01-18
4282,055432,00338,8.0,2020-10-14
4283,055466,00502,8.0,2021-07-23
4284,055468,00502,6.0,2021-02-26
4286,058544,02980,1.0,2024-01-03
4287,058556,02980,2.0,2023-01-28
4288,058574,02932,2.0,2022-05-06
4289,058576,02932,1.0,2023-02-24
4290,058578,02932,1.0,2022-05-06
4291,058580,02932,2.0,2021-06-24
4292,058582,02932,1.0,2021-03-01
4293,055494,00470,1.0,2021-07-12
4294,055536,01652,1.0,2020-04-04
4295,055560,00573,1.0,2024-01-25
4296,058592,02932,1.0,2022-05-06
4297,058654,00397,2.0,2021-08-24
4298,055592,00417,4.0,2021-04-20
4299,055610,00990,1.0,2020-05-13
4300,058668,02980,1.0,2021-04-17
4301,058674,02932,2.0,2022-05-10
4302,058688,02980,1.0,2022-12-21
4303,058704,02980,1.0,2021-10-23
4304,058712,02932,1.0,2021-03-01
4305,058724,02932,8.0,2020-09-18
4306,058732,02980,1.0,2020-11-23
4307,058746,02932,8.0,2020-09-18
4308,058766,02980,1.0,2022-05-03
4309,058772,02980,2.0,2022-04-08
4310,058784,02980,1.0,2020-12-21
4311,055618,00427,1.0,2020-06-09
4312,055624,00427,2.0,2020-02-27
4313,055630,00441,20.0,2022-03-30
4314,055650,00427,1.0,2020-07-17
4315,058786,02980,1.0,2020-11-23
4316,058792,02980,4.0,2023-07-12
4317,058798,02980,2.0,2023-01-28
4318,058806,02980,1.0,2021-01-28
4319,058814,00397,1.0,2022-01-05
4320,058818,02980,2.0,2021-11-05
4321,058840,02932,3.0,2020-09-28
4322,058880,02932,5.0,2020-10-13
4323,058898,02932,1.0,2020-09-28
4324,058906,02932,16.0,2021-01-12
4325,055668,00427,12.0,2020-02-21
4326,055672,00261,1.0,2020-02-10
4327,055696,02631,5.0,2020-05-16
4328,058914,02976,5.0,2020-12-03
4329,058946,02530,3.0,2024-10-23
4330,058948,02530,3.0,2024-07-17
4331,058976,03488,1.0,2020-10-21
4332,055738,00397,1.0,2021-01-27
4333,055748,00419,1.0,2023-10-20
4334,055750,00419,1.0,2023-10-20
4335,055760,00427,3.0,2020-02-27
4336,059004,00265,1.0,2023-05-31
4337,059016,00265,4.0,2023-07-07
4338,059020,00265,10.0,2023-06-13
4339,059054,00265,3.0,2021-08-09
4340,059060,00265,3.0,2021-05-31
4341,055794,01652,3.0,2020-03-23
4342,055798,01652,17.0,2020-03-23
4343,055800,01652,2.0,2020-03-23
4344,055804,00481,1.0,2022-04-29
4345,055824,00616,2.0,2020-07-01
4346,055828,01652,1.0,2020-04-22
4347,055852,02631,3.0,2020-03-13
4348,055854,02631,1.0,2020-03-13
4349,059070,02932,3.0,2020-09-29
4353,059110,01652,2.0,2020-12-15
4354,055878,02631,2.0,2020-05-16
4355,055900,02631,4.0,2020-09-15
4357,059122,01652,4.0,2024-02-16
4358,055922,00353,1.0,2020-05-07
4359,059160,02932,1.0,2022-05-06
4360,059180,02932,1.0,2021-08-24
4361,059182,02932,8.0,2023-12-07
4362,059194,02932,12.0,2023-03-21
4364,059210,02932,16.0,2021-10-19
4365,059256,02334,3.0,2020-12-02
4366,059260,02334,6.0,2022-09-20
4367,059262,02334,2.0,2021-10-11
4368,056002,01652,1.0,2023-11-07
4369,056012,00417,4.0,2020-03-19
4370,056020,02631,3.0,2020-05-16
4371,059308,00360,2.0,2024-01-17
4372,059312,00360,1.0,2020-10-21
4373,059322,00261,1.0,2020-11-10
4374,059338,00427,2.0,2023-01-30
4375,059376,02932,2.0,2022-02-15
4376,059390,02932,8.0,2022-10-19
4377,056088,00523,5.0,2020-04-30
4379,059402,02932,1.0,2022-09-14
4380,059410,02932,4.0,2023-02-16
4381,056118,01652,1.0,2020-04-22
4382,056128,00244,2.0,2020-11-20
4383,056130,00244,1.0,2020-05-27
4385,059452,02932,8.0,2024-05-29
4386,059456,02932,8.0,2024-12-12
4387,059474,02932,1.0,2020-10-13
4388,059482,00444,14.0,2020-10-07
4389,059502,00419,1.0,2023-10-20
4390,056164,00261,5.0,2020-03-05
4391,056172,00261,3.0,2021-05-17
4392,059520,00253,2.0,2021-04-22
4393,059522,00261,1.0,2020-10-30
4394,059528,02932,3.0,2024-11-19
4395,056222,00353,8.0,2020-09-25
4396,059552,00261,1.0,2023-09-21
4397,059558,00522,1.0,2021-04-15
4398,059586,00261,1.0,2020-12-08
4399,056238,00261,2.0,2020-08-27
4400,056244,00573,1.0,2020-05-29
4401,056268,00444,3.0,2024-10-01
4402,056282,00261,1.0,2020-03-27
4403,059626,02927,4.0,2021-02-08
4404,059632,00395,2.0,2021-01-18
4405,059666,00419,2.0,2023-10-20
4406,056338,00353,2.0,2020-07-21
4407,059690,02916,2.0,2021-04-22
4408,059724,00419,4.0,2024-11-28
4409,059768,00419,1.0,2021-08-13
4410,056410,00895,3.0,2020-09-15
4411,056426,01652,1.0,2020-05-23
4412,056444,00616,2.0,2020-07-01
4414,059802,00419,2.0,2023-11-09
4415,056460,00520,12.0,2023-08-03
4416,059812,00419,4.0,2024-01-31
4417,059816,00419,2.0,2021-09-16
4418,059818,00419,2.0,2020-11-10
4419,059846,02927,6.0,2021-01-19
4420,059872,00261,3.0,2020-12-02
4421,059880,00261,1.0,2020-11-10
4422,056490,00527,16.0,2020-09-18
4423,056496,02530,2.0,2021-09-22
4424,059914,01652,3.0,2024-06-24
4425,059962,00434,1.0,2021-02-23
4426,059988,00261,4.0,2023-09-21
4427,060000,02927,10.0,2021-10-04
4429,060068,00990,12.0,2021-05-21
4430,060070,00573,2.0,2021-02-02
4431,060080,00527,1.0,2021-02-04
4432,060082,04469,8.0,2020-12-04
4433,060086,00527,1.0,2021-02-18
4435,060102,02927,2.0,2021-03-29
4436,060104,02927,3.0,2021-01-19
4437,060116,00527,1.0,2021-05-13
4438,062927,00171,4.0,2025-01-09
4439,060224,02530,5.0,2024-09-09
4440,060242,02932,4.0,2022-08-26
4441,060250,00244,3.0,2020-11-20
4442,060453,00253,1.0,2021-09-14
4443,060270,02530,2.0,2021-09-22
4444,060272,02530,2.0,2021-09-22
4445,060275,02530,3.0,2024-10-23
4446,060277,02932,24.0,2023-02-09
4447,060289,02932,24.0,2021-09-14
4448,060355,02932,28.0,2024-07-22
4449,060359,01652,2.0,2020-12-15
4450,060383,00471,1.0,2023-05-25
4451,060387,00471,4.0,2021-02-10
4452,060397,00471,2.0,2021-02-10
4453,060405,00471,2.0,2021-02-10
4454,060427,00471,1.0,2021-02-10
4455,060431,00471,1.0,2021-02-10
4456,060475,00002,1.0,2021-08-05
4457,060483,00449,4.0,2024-09-11
4458,060485,01652,1.0,2020-12-09
4459,056542,01652,2.0,2020-12-17
4460,056556,01652,1.0,2020-08-26
4461,060509,01652,4.0,2021-01-07
4462,056576,00417,6.0,2020-05-28
4463,056580,00417,1.0,2020-08-12
4464,056582,00417,4.0,2021-02-11
4465,056598,00265,2.0,2020-06-03
4466,056606,00419,2.0,2020-08-25
4467,056620,01652,3.0,2020-07-30
4469,056652,00417,1.0,2020-05-28
4470,056690,00471,1.0,2021-04-01
4471,056692,00471,3.0,2021-04-01
4472,056694,00471,5.0,2021-04-14
4473,056710,01652,7.0,2021-09-01
4474,056724,00360,3.0,2023-03-13
4475,056728,00360,4.0,2020-08-18
4476,056738,00360,3.0,2020-06-26
4477,056746,02530,1.0,2020-08-06
4478,056750,00527,5.0,2020-07-30
4479,056756,00417,7.0,2020-08-31
4480,056766,00527,1.0,2022-11-04
4481,056770,00471,8.0,2021-04-01
4482,056774,00471,4.0,2021-04-01
4483,056776,00471,2.0,2021-04-01
4484,056778,00471,2.0,2021-04-01
4485,056780,00471,2.0,2021-04-01
4486,056784,00471,2.0,2021-04-14
4487,056790,00265,1.0,2023-12-11
4488,056802,00503,1.0,2023-03-13
4490,056830,00261,4.0,2020-08-27
4491,060549,00261,3.0,2021-01-21
4492,060563,03488,2.0,2024-10-24
4493,056864,00147,1.0,2024-01-02
4494,056872,00360,2.0,2021-05-27
4495,056876,00360,2.0,2020-08-18
4496,060613,03488,5.0,2024-10-24
4497,056968,00265,2.0,2021-03-18
4498,056970,00265,1.0,2021-02-05
4499,060651,02932,1.0,2021-03-17
4500,060667,01652,2.0,2021-01-22
4501,060687,00498,7.0,2020-12-03
4503,060711,02932,2.0,2023-10-16
4504,060721,01652,1.0,2024-01-17
4505,060741,01652,1.0,2021-03-26
4506,060755,00471,2.0,2021-02-10
4507,060759,00471,3.0,2021-02-10
4508,060761,00471,4.0,2021-02-10
4509,060763,00471,2.0,2021-02-10
4510,060769,00471,4.0,2021-02-10
4511,062973,00171,2.0,2023-10-23
4512,060799,01652,1.0,2022-05-03
4513,060801,01652,1.0,2024-04-17
4514,060805,01652,2.0,2021-03-26
4515,060817,00429,11.0,2021-01-19
4516,057098,00449,4.0,2024-03-19
4517,057108,00449,1.0,2021-04-09
4518,060847,00338,2.0,2021-02-01
4519,060855,02932,2.0,2021-09-27
4520,060861,02932,2.0,2021-09-27
4521,057132,00323,2.0,2020-07-07
4522,057140,00493,1.0,2020-07-06
4523,060865,00427,2.0,2020-12-12
4524,057174,00449,5.0,2024-07-09
4525,057178,00449,2.0,2022-05-17
4526,057184,02918,1.0,2020-08-13
4527,057186,02918,3.0,2023-06-08
4528,060927,00338,3.0,2024-03-26
4529,060939,00338,5.0,2021-12-14
4530,057238,02918,1.0,2020-09-14
4531,060945,00338,4.0,2021-03-05
4532,060949,00417,2.0,2021-09-13
4533,057248,00471,1.0,2021-04-01
4534,057250,00471,7.0,2021-04-01
4535,057254,00471,1.0,2021-04-01
4537,057286,02918,1.0,2021-08-27
4538,057312,02932,40.0,2020-07-18
4539,057328,02932,9.0,2020-07-18
4540,061101,00338,2.0,2022-12-03
4541,061107,00338,6.0,2021-02-01
4542,061127,00417,6.0,2024-12-20
4543,057420,00461,1.0,2020-10-30
4544,057424,00461,3.0,2020-08-12
4545,057426,00461,1.0,2022-06-21
4546,057436,00506,8.0,2021-04-30
4547,061219,00338,2.0,2022-06-14
4548,057527,02916,13.0,2020-08-15
4549,061401,00338,4.0,2024-07-11
4550,061403,00338,6.0,2024-03-26
4551,061405,00481,1.0,2023-03-01
4553,057641,02631,2.0,2020-10-28
4554,057645,02631,1.0,2020-11-06
4555,057655,02631,2.0,2020-11-06
4556,057661,02631,3.0,2020-10-21
4557,061489,00256,4.0,2024-07-13
4558,061515,00440,3.0,2023-03-21
4559,057667,01652,3.0,2020-07-31
4560,057741,02631,2.0,2020-10-21
4561,061595,02932,1.0,2021-03-01
4562,057749,02631,1.0,2020-10-21
4563,057773,00261,1.0,2020-08-27
4564,057781,02932,1.0,2020-08-05
4565,061601,02932,1.0,2021-02-09
4566,061603,02932,1.0,2021-11-26
4567,061605,02932,1.0,2021-02-09
4568,061625,02918,1.0,2021-02-10
4569,061635,00471,1.0,2021-02-10
4570,061637,00471,1.0,2021-02-10
4571,057793,02932,2.0,2020-12-01
4572,057795,02932,1.0,2020-09-03
4573,057803,02631,1.0,2020-10-21
4574,061645,00471,1.0,2021-02-10
4575,061647,00171,1.0,2021-03-10
4576,061651,00171,3.0,2021-03-10
4577,061653,00171,4.0,2021-03-10
4578,061659,04514,37.0,2021-02-03
4579,061663,00171,1.0,2021-03-10
4580,061675,00589,4.0,2021-05-12
4581,057835,01652,1.0,2021-11-01
4582,057839,01652,1.0,2021-03-26
4583,057855,02932,48.0,2020-08-05
4584,061699,00440,1.0,2021-02-25
4585,061705,00440,1.0,2021-03-03
4586,057889,00261,1.0,2020-08-27
4587,057905,02932,1.0,2021-03-17
4588,057907,02932,24.0,2020-08-05
4589,061757,03283,3.0,2021-05-19
4590,057913,02932,3.0,2020-08-10
4591,061771,03283,2.0,2021-05-19
4592,061781,03283,1.0,2021-11-26
4593,061787,03283,1.0,2021-05-19
4594,061815,00265,4.0,2021-07-24
4595,061839,00440,4.0,2021-03-08
4596,061843,00440,2.0,2022-01-11
4597,057985,02918,2.0,2024-03-28
4598,061867,00520,1.0,2023-08-03
4599,061887,02980,4.0,2024-02-07
4600,061889,02980,4.0,2022-05-20
4601,061893,02980,2.0,2024-01-03
4602,061897,00520,3.0,2024-01-23
4603,058005,02918,1.0,2021-12-22
4604,058013,03115,1.0,2021-08-13
4605,058025,02932,4.0,2020-08-18
4606,061919,00444,1.0,2022-10-26
4607,058043,02932,8.0,2020-08-18
4608,058049,02932,4.0,2020-08-18
4610,058061,02918,1.0,2020-11-16
4611,058067,02918,1.0,2023-06-08
4612,058071,02918,1.0,2021-12-22
4613,061957,02980,1.0,2024-04-01
4614,061961,00527,1.0,2021-04-01
4615,058089,00278,1.0,2020-09-29
4616,061997,00353,1.0,2021-03-09
4617,062005,00527,2.0,2023-01-31
4618,062007,00527,2.0,2021-07-26
4619,062013,02932,1.0,2023-05-31
4620,058183,00265,1.0,2022-03-22
4621,058195,02722,110.0,2022-10-25
4622,062115,00527,8.0,2021-05-08
4623,062119,01652,2.0,2021-05-20
4624,058247,00265,2.0,2021-10-11
4625,058257,02918,2.0,2022-11-16
4627,062201,00471,2.0,2021-04-01
4628,062203,00471,2.0,2021-04-01
4629,062205,00503,4.0,2023-07-13
4630,062229,01652,1.0,2021-06-22
4631,062245,01652,2.0,2021-09-24
4632,058365,02976,20.0,2021-02-05
4633,062329,00419,2.0,2023-10-20
4634,062331,00289,1.0,2021-03-26
4635,062337,00261,1.0,2021-03-27
4636,062339,00261,1.0,2021-03-27
4637,062343,00261,1.0,2021-03-27
4638,062345,00261,3.0,2021-03-27
4639,062349,00261,2.0,2021-03-27
4640,058403,00265,2.0,2020-10-17
4641,058419,02980,2.0,2020-11-23
4642,058425,02980,2.0,2020-10-15
4643,058429,00360,1.0,2024-01-17
4644,058433,01652,3.0,2020-10-24
4645,058435,01652,4.0,2020-11-23
4646,058437,01652,2.0,2020-10-24
4647,062353,00261,1.0,2021-03-27
4648,058443,01652,4.0,2021-01-12
4649,058445,01652,2.0,2020-10-24
4650,058447,01652,2.0,2020-10-24
4651,058449,01652,4.0,2021-03-26
4652,058451,01652,4.0,2020-10-24
4653,062371,01652,1.0,2021-10-30
4654,062377,00463,1.0,2021-05-03
4656,062395,00463,1.0,2021-08-05
4657,062401,00395,4.0,2021-09-30
4658,062405,00527,5.0,2021-05-08
4659,062407,00419,1.0,2021-04-20
4660,058479,02932,22.0,2021-09-14
4661,058499,02932,3.0,2023-02-09
4662,058523,02980,3.0,2021-01-28
4663,058539,00895,3.0,2023-09-06
4664,062417,00527,7.0,2022-07-02
4665,062437,00449,2.0,2024-12-02
4666,062479,03488,1.0,2024-07-21
4667,062481,03488,1.0,2022-06-16
4668,058557,02980,1.0,2022-05-03
4670,058581,02932,2.0,2022-05-06
4673,062605,02932,9.0,2022-10-08
4674,062609,02932,4.0,2023-05-15
4675,062613,02932,28.0,2021-08-24
4676,058669,02980,1.0,2021-05-11
4678,062627,02932,1.0,2022-04-05
4679,062635,02932,1.0,2022-06-14
4680,062639,02932,2.0,2023-02-09
4682,058705,02980,2.0,2022-04-08
4683,058711,02932,1.0,2021-09-27
4684,058717,02980,1.0,2022-02-23
4685,058719,02980,1.0,2021-05-11
4686,058723,02980,1.0,2024-03-15
4687,062667,00360,2.0,2024-05-09
4688,058745,02932,8.0,2022-06-06
4689,058747,02932,16.0,2020-12-14
4690,058763,02980,2.0,2020-11-24
4691,058767,02980,1.0,2021-04-17
4692,058769,02980,4.0,2021-09-18
4693,058773,02980,2.0,2022-07-05
4694,062715,00055,2.0,2022-04-05
4695,062733,02932,3.0,2022-08-08
4697,058783,02980,2.0,2020-11-23
4698,058785,02980,1.0,2021-10-23
4699,058791,02980,3.0,2023-01-28
4700,058805,02980,2.0,2021-04-05
4701,058817,02980,2.0,2022-02-23
4702,058819,02980,2.0,2021-01-28
4704,058863,02932,7.0,2020-10-13
4705,062761,00419,2.0,2021-05-26
4706,062765,00419,1.0,2021-06-25
4707,062769,00419,2.0,2021-05-26
4708,058865,00515,2.0,2020-10-20
4709,058869,00463,2.0,2021-03-11
4710,058889,02932,2.0,2020-09-28
4711,062843,02932,5.0,2022-08-08
4712,062845,02932,1.0,2023-07-12
4713,062851,01652,5.0,2021-06-21
4714,058937,00265,4.0,2021-11-18
4715,058945,02530,2.0,2021-02-10
4716,062923,00171,1.0,2021-06-01
4718,062939,02932,2.0,2023-12-08
4719,062941,00261,1.0,2021-05-04
4720,062949,02932,2.0,2021-06-24
4721,062951,02932,24.0,2023-02-14
4722,062971,02932,32.0,2023-02-15
