Cliente;grupo;tipo;tamanho;desconto ;skus_sem1;skus_sem2;skus_sem3;fat_sem1;fat_sem2;fat_sem3;marg_sem1;marg_sem2;marg_sem3;;;;;
I5398;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5402;;Autocentro;Grande;;;;;;;;;;;;;;;
I5403;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5411;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5412;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5414;;Autocentro;Grande;;;;;;;;;;;;;;;
I5424;;Varejo;Grande;;;;;;;;;;;;;;;
I5437;;Autocentro;Grande;;;;;;;;;;;;;;;
I5439;;Autocentro;Grande;;;;;;;;;;;;;;;
I5440;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5457;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5469;;Autocentro;Grande;;;;;;;;;;;;;;;
I5471;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5477;;Varejo;Pequeno;;;;;;;;;;;;;;;
I5495;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5514;;Varejo;Pequeno;;;;;;;;;;;;;;;
I5520;;Autocentro;Grande;;;;;;;;;;;;;;;
I5521;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5523;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5524;;Autocentro;Grande;;;;;;;;;;;;;;;
I5530;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5541;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5546;;Varejo;Grande;;;;;;;;;;;;;;;
I5566;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5579;;Autocentro;Grande;;;;;;;;;;;;;;;
I5620;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5621;;Varejo;Pequeno;;;;;;;;;;;;;;;
I5635;;Autocentro;Grande;;;;;;;;;;;;;;;
I5647;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5652;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5658;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5660;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5679;;Autocentro;Grande;;;;;;;;;;;;;;;
I5683;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5684;;Autocentro;Grande;;;;;;;;;;;;;;;
I5686;;Autocentro;Grande;;;;;;;;;;;;;;;
I5691;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5699;;Não qualificado;;;;;;;;;;;;;;;;
I5718;;Autocentro;Grande;;;;;;;;;;;;;;;
I5721;;Não qualificado;;;;;;;;;;;;;;;;
I5727;;Autocentro;Grande;;;;;;;;;;;;;;;
I5729;;Varejo;Grande;;;;;;;;;;;;;;;
I5742;;Autocentro;Grande;;;;;;;;;;;;;;;
I5751;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5756;;Autocentro;Grande;;;;;;;;;;;;;;;
I5776;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5780;;Autocentro;Grande;;;;;;;;;;;;;;;
I5796;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5800;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5804;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5806;;Autocentro;Grande;;;;;;;;;;;;;;;
I5823;;Varejo;Grande;;;;;;;;;;;;;;;
I5831;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5931;;Varejo;Grande;;;;;;;;;;;;;;;
I5935;;Varejo;Grande;;;;;;;;;;;;;;;
I6103;;Varejo;Grande;;;;;;;;;;;;;;;
I6126;;Não qualificado;;;;;;;;;;;;;;;;
I6127;;Varejo;Grande;;;;;;;;;;;;;;;
I6131;;Autocentro;Grande;;;;;;;;;;;;;;;
I6313;;Não qualificado;;;;;;;;;;;;;;;;
I6328;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6351;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6354;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6355;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6369;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6370;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6374;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6386;;Varejo;Grande;;;;;;;;;;;;;;;
I6391;;Autocentro;Grande;;;;;;;;;;;;;;;
I6394;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6404;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6413;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6421;;Autocentro;Grande;;;;;;;;;;;;;;;
I6432;;Autocentro;Grande;;;;;;;;;;;;;;;
I6446;;Autocentro;Grande;;;;;;;;;;;;;;;
I6457;;Autocentro;Grande;;;;;;;;;;;;;;;
I6483;;Autocentro;Grande;;;;;;;;;;;;;;;
I6494;;Varejo;Grande;;;;;;;;;;;;;;;
I6507;;Autocentro;Grande;;;;;;;;;;;;;;;
I6509;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6529;;Autocentro;Grande;;;;;;;;;;;;;;;
I6556;;Autocentro;Grande;;;;;;;;;;;;;;;
I6582;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6583;;Autocentro;Grande;;;;;;;;;;;;;;;
I6635;;Autocentro;Grande;;;;;;;;;;;;;;;
I6644;;Varejo;Pequeno;;;;;;;;;;;;;;;
I6654;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6663;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6670;;Varejo;Pequeno;;;;;;;;;;;;;;;
I6676;;Varejo;Pequeno;;;;;;;;;;;;;;;
I6681;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6691;;Autocentro;Grande;;;;;;;;;;;;;;;
I6692;;Autocentro;Grande;;;;;;;;;;;;;;;
I6693;;Autocentro;Grande;;;;;;;;;;;;;;;
I6702;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6728;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6734;;Varejo;Pequeno;;;;;;;;;;;;;;;
I6760;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6785;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6792;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6796;;Autocentro;Grande;;;;;;;;;;;;;;;
I6813;;Autocentro;Grande;;;;;;;;;;;;;;;
I6815;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6819;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6821;;Varejo;Pequeno;;;;;;;;;;;;;;;
I6822;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6831;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6832;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6833;;Autocentro;Grande;;;;;;;;;;;;;;;
I6835;;Autocentro;Grande;;;;;;;;;;;;;;;
I6841;;Autocentro;Grande;;;;;;;;;;;;;;;
I6852;;Varejo;Grande;;;;;;;;;;;;;;;
I6853;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6858;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6860;;Autocentro;Grande;;;;;;;;;;;;;;;
I6868;;Varejo;Grande;;;;;;;;;;;;;;;
I6872;;Autocentro;Grande;;;;;;;;;;;;;;;
I6873;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6883;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6889;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6907;;Autocentro;Grande;;;;;;;;;;;;;;;
I6909;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6924;;Autocentro;Grande;;;;;;;;;;;;;;;
I6929;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6930;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6932;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6955;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6962;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6966;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I7013;;Varejo;Pequeno;;;;;;;;;;;;;;;
I7043;;Autocentro;Grande;;;;;;;;;;;;;;;
I7044;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I7046;;Autocentro;Grande;;;;;;;;;;;;;;;
I7054;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I7059;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I7061;;Autocentro;Grande;;;;;;;;;;;;;;;
I7080;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I7082;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I7097;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I7101;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I7127;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I7139;;Autocentro;Grande;;;;;;;;;;;;;;;
I7159;;Varejo;Pequeno;;;;;;;;;;;;;;;
I7191;;Autocentro;Grande;;;;;;;;;;;;;;;
I7271;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I7289;;Autocentro;Grande;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
